AVAR;RUSSIAN;ENGLISH
милитаризмалда дандечIей;АНТИМИЛИТАРИЗМ;
милитаризмалде данде чIараб;АНТИМИЛИТАРИСТСКИЙ;
халкъалда данде чIараб;АНТИНАРОДНЫЙ;
халкъалъе заралаб;АНТИНАРОДНЫЙ;
халкъалъе тушманаб;АНТИНАРОДНЫЙ;
гIелмуялда данде чIараб;АНТИНАУЧНЫЙ;
миллаталда данде чIараб;АНТИНАЦИОНАЛЬНЫЙ;
миллаталъе заралаб;АНТИНАЦИОНАЛЬНЫЙ;
миллаталъе тушманаб;АНТИНАЦИОНАЛЬНЫЙ;
обществоялда данде чIараб;АНТИОБЩЕСТВЕННЫЙ;
обществоялъе заралияб;АНТИОБЩЕСТВЕННЫЙ;
обществоялъе тушманаб;АНТИОБЩЕСТВЕННЫЙ;
партиялда данде чIараб;АНТИПАРТИЙНЫЙ;
партиялъе тушманаб;АНТИПАРТИЙНЫЙ;
ракI гъанцIулеб;АНТИПАТИЧНЫЙ;
рокьукъаб;АНТИПАТИЧНЫЙ;
ракIбангутIи;АНТИПАТИЯ;
ракIгъанцIи;АНТИПАТИЯ;
рокьукълъи;АНТИПАТИЯ;
ватIан бокьиялда данде чIараб;АНТИПАТРИОТИЧЕСКИЙ;
патриотлъиялда;АНТИПАТРИОТИЧЕСКИЙ;
гIамалал данде кколарел чагIи;АНТИПОДЫ;
пикраби;АНТИПОДЫ;
хасиятал;АНТИПОДЫ;
цоцазе гIаксал чагIи;АНТИПОДЫ;
хIукуматалда данде чIараб;АНТИПРАВИТЕЛЬСТВЕННЫЙ;
диналда данде чIараб;АНТИРЕЛИГИОЗНЫЙ;
рацIцIа-ракъалъи гьечIеб;АНТИСАНИТАРНЫЙ;
рацIцIа-ракъалъиялъе данде кколареб;АНТИСАНИТАРНЫЙ;
антисемит;АНТИСЕМИТ;
жугьутIалрих;АНТИСЕМИТ;
антисемитизм;АНТИСЕМИТИЗМ;
антисемитлъи;АНТИСЕМИТИЗМ;
жугьутIазда дандечIей;АНТИСЕМИТИЗМ;
жугьутIаздехун тушманлъи гьаби;АНТИСЕМИТИЗМ;
жугьутIал рихин;АНТИСЕМИТИЗМ;
антисемитизмалъулаб;АНТИСЕМИТСКИЙ;
антисемитияб;АНТИСЕМИТСКИЙ;
антисептикияб;АНТИСЕПТИЧЕСКИЙ;
совет власталда данде чIараб;АНТИСОВЕТСКИЙ;
совет власталдехун тушманлъи ккураб;АНТИСОВЕТСКИЙ;
антитела;АНТИТЕЛА;
фашизмалда данде чIарав;АНТИФАШИСТ;
фашизмалда данде чIараб;АНТИФАШИСТСКИЙ;
берцинлъи-гьайбатлъи гьечIеб;АНТИХУДОЖЕСТВЕННЫЙ;
художествияб бичIчIи гьечIеб;АНТИХУДОЖЕСТВЕННЫЙ;
художествияб махI гьечIеб;АНТИХУДОЖЕСТВЕННЫЙ;
антициклон;АНТИЦИКЛОН;
антрацит;АНТРАЦИТ;
антрациталъул;АНТРАЦИТОВЫЙ;
ицидул;АНТРАЦИТОВЫЙ;
антрополог;АНТРЕСОЛИ АНТРЕСОЛИ АНТРОПОЛОГ;
антропологиялъулаб;АНТРОПОЛОГИЧЕСКИЙ;
антропоморфизм хасияталлъун рихьизари;АНТРОПОМОРФИЗМ;
анфа сграфироваться;АНФАС;
апатиталъулаб;АПАТИТОВЫЙ;
ракI гIодоб чIвараб;АПАТИЧНЫЙ;
ракI свараб;АПАТИЧНЫЙ;
батIалъи гьечIолъи;АПАТИЯ;
гъира гьечIолъи;АПАТИЯ;
ракI гьечIолъи;АПАТИЯ;
ракI свин;АПАТИЯ;
ракI цIорой;АПАТИЯ;
апелляция гьабизе;АПЕЛЛИРОВАТЬ;
апелляция кьезе;АПЕЛЛИРОВАТЬ;
к хитIаб гьабизе;АПЕЛЛИРОВАТЬ;
апелляциялъулаб;АПЕЛЛЯЦИОННЫЙ;
апелляция;АПЕЛЛЯЦИЯ;
хитIаб;АПЕЛЛЯЦИЯ;
апельсиналъул;АПЕЛЬСИННЫЙ;
апельсинное варенье апельсиналъул мурапа;АПЕЛЬСИННЫЙ;
апельсино-вая плантация апельсиналъул плантация;АПЕЛЬСИННЫЙ;
апельсиновый;АПЕЛЬСИННЫЙ;
хъат кьабизе;АПЛОДИРОВАТЬ;
хъат чIвазе;АПЛОДИРОВАТЬ;
хъаткьаби;АПЛОДИСМЕНТЫ;
хъатчIвай;АПЛОДИСМЕНТЫ;
апломб;АПЛОМБ;
борхалъи;АПОГЕЙ АПОГЕЙ;
завал;АПОГЕЙ АПОГЕЙ;
политикияб ишалдаса нахъе кIанцIун чIей;АПОЛИТИЧНОСТЬ;
политикаялдаса нахъе кIанцIараб;АПОЛИТИЧНЫЙ;
политикияб ишалдаса батIа кIанцIун чIараб;АПОЛИТИЧНЫЙ;
апоплексиялда бухьараб;АПОПЛЕКСИЧЕСКИЙ;
апоплексиялъул;АПОПЛЕКСИЧЕСКИЙ;
апоплексия;АПОПЛЕКСИЯ;
гIадалъе би тIинкIи;АПОПЛЕКСИЯ;
апофеоз цIакъго машгьурлъизаби;АПОФЕОЗ;
бецци;АПОФЕОЗ;
театралъулал асаразда героясе;АПОФЕОЗ;
халкъалъе;АПОФЕОЗ;
аппарат;АППАРАТ;
аппараталъулаб;АППАРАТНЫЙ;
аппаратал;АППАРАТУРА;
аппаратура;АППАРАТУРА;
ваниде гъира;АППЕТИТ;
кваниде хьул;АППЕТИТ;
квен бокьи;АППЕТИТ;
гъира ккезабулеб;АППЕТИТНЫЙ;
къасд ккезабулеб;АППЕТИТНЫЙ;
хьул лъезабулеб;АППЕТИТНЫЙ;
цIакъ тIагIамаб;АППЕТИТНЫЙ;
апрель;АПРЕЛЬ;
апробация;АПРОБАЦИЯ;
апробация;АПРОБАЦИЯ;
къимат кьезе;АПРОБИРОВАТЬ;
лъикIаблъун рикIкIине;АПРОБИРОВАТЬ;
ритIухъ гьабизе;АПРОБИРОВАТЬ;
тасдикъ гьабизе;АПРОБИРОВАТЬ;
аптека;АПТЕКА;
аптекарасулаб;АПТЕКАРСКИЙ;
аптекаялъулаб;АПТЕКАРСКИЙ;
аптечка;АПТЕЧКА;
сапаралъ цадахъ босулеб аптечка;АПТЕЧКА;
гIарабияв;АРАБ;
гIарабист;АРАБИСТ;
гIарабистика;АРАБИСТИКА;
гIарабияй;АРАБКА;
гIараб;АРАБСКИЙ;
гIарабалъул;АРАБСКИЙ;
гIарабиязул;АРАБСКИЙ;
гIарабиял;АРАБЫ;
аранжировка гьабизе;АРАНЖИРОВАТЬ;
арапник;АРАПНИК;
цIал;АРАПНИК;
арахис;АРАХИС;
ракьул цIулакьо;АРАХИС;
арахисалъул;АРАХИСОВЫЙ;
арбитражалъулаб;АРБИТРАЖНЫЙ;
хъарпузалъул;АРБУЗНЫЙ;
аргумент;АРГУМЕНТ;
далил;АРГУМЕНТ;
хIужжа;АРГУМЕНТ;
далил бачин;АРГУМЕНТАЦИЯ;
киналго хIужжаби;АРГУМЕНТАЦИЯ;
кьучIаблъун гьаби;АРГУМЕНТАЦИЯ;
хIужжаби рачин;АРГУМЕНТАЦИЯ;
далил бачун бихьизабизе;АРГУМЕНТИРОВАТЬ;
хIужжа чIезабизе;АРГУМЕНТИРОВАТЬ;
ижара;АРЕНДА;
ижараялъе кьей;АРЕНДА;
ижарадул;АРЕНДНЫЙ;
ижараялъул;АРЕНДНЫЙ;
ижараялъ босизе;АРЕНДОВАТЬ;
жанив тIами;АРЕСТ;
туснахъ гьави;АРЕСТ;
туснахъ;АРЕСТАНТ;
туснахъалда тIамурав чи;АРЕСТАНТ;
жаний тIамурай гIадан;АРЕСТАНТКА;
туснахъ;АРЕСТАНТКА;
туснахъалда тIамурай гIадан;АРЕСТАНТКА;
жанив тIамурав;АРЕСТОВАННЫЙ;
туснахъ;АРЕСТОВАННЫЙ;
туснахъ гьавурав;АРЕСТОВАННЫЙ;
арест лъезе;АРЕСТОВАТЬ;
жанив тIамизе;АРЕСТОВАТЬ;
туснахъ гьавизе;АРЕСТОВАТЬ;
аристократазе хасиятаб хьвада-чIвади;АРИСТОКРАТИЗМ;
гIамал-тIабигIат;АРИСТОКРАТИЗМ;
тIасан бихьулеб назуклъи;АРИСТОКРАТИЗМ;
аристократазулаб;АРИСТОКРАТИЧЕСКИЙ;
аристократияб;АРИСТОКРАТИЧЕСКИЙ;
низам хвей;АРИТМИЯ;
рекIел хIалтIул низам гьечIолъи;АРИТМИЯ;
арифметика;АРИФМЕТИКА;
хIисабгIелму;АРИФМЕТИКА;
арифметикаялъул;АРИФМЕТИЧЕСКИЙ;
гъапу;АРКА;
кIамури;АРКА;
арктикаялъул;АРКТИЧЕСКИЙ;
арматураялъе хIалтIизабулеб;АРМАТУРНЫЙ;
арматураялъул;АРМАТУРНЫЙ;
армеец;АРМЕЕЦ;
аскарияв;АРМЕЕЦ;
рагъухъан;АРМЕЕЦ;
армиялъул;АРМЕЙСКИЙ;
аскарияб;АРМЕЙСКИЙ;
армия;АРМИЯ;
аскар;АРМИЯ;
эрмени халкъ;АРМЯНЕ;
эрмениял;АРМЯНЕ;
эрмениязул;АРМЯНСКИЙ;
эрмениязулаб;АРМЯНСКИЙ;
эрмениялъулаб;АРМЯНСКИЙ;
берцинмахI;АРОМАТ;
гьуинмахI;АРОМАТ;
ароматические вещества махI берцинал жал;АРОМАТИЧЕСКИЙ;
ароматический ликёр махI берцинаб ликёр;АРОМАТИЧЕСКИЙ;
ароматичный;АРОМАТИЧЕСКИЙ;
ароматный;АРОМАТИЧЕСКИЙ;
ароматный чай махI берцинаб чай;АРОМАТИЧЕСКИЙ;
гьуинмахIаб;АРОМАТИЧЕСКИЙ;
махI берцинаб;АРОМАТИЧЕСКИЙ;
махI гьуинаб;АРОМАТИЧЕСКИЙ;
гIамаликълъизе;АРТАЧИТЬСЯ;
данде чIезе;АРТАЧИТЬСЯ;
малъараб гьабунгутIизе;АРТАЧИТЬСЯ;
мекълъизе;АРТАЧИТЬСЯ;
мутIигIлъунгутIизе;АРТАЧИТЬСЯ;
разилъунгутIизе;АРТАЧИТЬСЯ;
рекъонгутIизе;АРТАЧИТЬСЯ;
артезиан;АРТЕЗИАНСКИЙ;
артезианалъулаб;АРТЕЗИАНСКИЙ;
артель;АРТЕЛЬ;
артелалъулаб;АРТЕЛЬНЫЙ;
гIахьалаб;АРТЕЛЬНЫЙ;
дандбараб;АРТЕЛЬНЫЙ;
артериялъулаб;АРТЕРИАЛЬНЫЙ;
артерия;АРТЕРИЯ;
къайидул тайпа;АРТИКУЛ;
артикуляция;АРТИКУЛЯЦИЯ;
махраж бахъи;АРТИКУЛЯЦИЯ;
артиллериялъулаб;АРТИЛЛЕРИЙСКИЙ;
гIарадаялъул/аб/;АРТИЛЛЕРИЙСКИЙ;
артиллерист;АРТИЛЛЕРИСТ;
артиллериялда вугев рагъухъан;АРТИЛЛЕРИСТ;
гIарадачи;АРТИЛЛЕРИСТ;
артист;АРТИСТ;
гьелъие гьунар бугев чи;АРТИСТ;
искусствоялде машгъулав чи;АРТИСТ;
махщелчи;АРТИСТ;
артистасулаб;АРТИСТИЧЕСКИЙ;
кIудияб махщалида гьабулеб;АРТИСТИЧЕСКИЙ;
махщалилаб;АРТИСТИЧЕСКИЙ;
гIарада бай;АРТОБСТРЕЛ;
гIарадаби кьвагьи;АРТОБСТРЕЛ;
басралъараб;АРХАИЧЕСКИЙ;
некIсияб;АРХАИЧЕСКИЙ;
цебесеб заманалъе хасиятаб;АРХАИЧЕСКИЙ;
басралъараб;АРХАИЧНЫЙ;
некIсияб;АРХАИЧНЫЙ;
некIсиялъул хасиятал ругеб;АРХАИЧНЫЙ;
археологиялъулаб;АРХЕОЛОГИЧЕСКИЙ;
архивалъул;АРХИВНЫЙ;
архивалъулаб;АРХИВНЫЙ;
архиепископ;АРХИЕПИСКОП;
кIудияв кашиш;АРХИЕПИСКОП;
архитектурияб;АРХИТЕКТУРНЫЙ;
гIаршун;АРШИН;
гIаршун халалъи бугеб;АРШИННЫЙ;
гIаршуналъул;АРШИННЫЙ;
лъадал рахъ;АРЫК;
лъим бачараб рахъ;АРЫК;
арьергардалъул;АРЬЕРГАРДНЫЙ;
арьергардалъулаб;АРЬЕРГАРДНЫЙ;
асиетричный;АСИЕТРИЧЕСКИЙ;
сиетрия гьечIеб;АСИЕТРИЧЕСКИЙ;
аскарида;АСКАРИДА;
цIанлъара;АСКАРИДА;
цунтур;АСКАРИДА;
аскетизм;АСКЕТИЗМ;
аскетлъи;АСКЕТИЗМ;
аскетасулаб;АСКЕТИЧЕСКИЙ;
аскетлъиялъулаб;АСКЕТИЧЕСКИЙ;
аспект;АСПЕКТ;
бербалагьи;АСПЕКТ;
ассамблея;АССАМБЛЕЯ;
ассигнация;АССИГНАЦИЯ;
кагъатгIарац;АССИГНАЦИЯ;
биччараб гIарац;АССИГНОВАНИЕ;
гIарац биччай;АССИГНОВАНИЕ;
гIарац биччазе;АССИГНОВАТЬ;
харж гьабизе;АССИГНОВАТЬ;
жиндаго релълъинабизе;АССИМИЛИРОВАТЬ;
релълъараблъун лъугьине;АССИМИЛИРОВАТЬСЯ;
ассимиляция;АССИМИЛЯЦИЯ;
ассимиляция;АССИМИЛЯЦИЯ;
ассимиляция;АССИМИЛЯЦИЯ;
жиндаго релълъинаби;АССИМИЛЯЦИЯ;
релълъараблъун лъугьин;АССИМИЛЯЦИЯ;
ассистентасул;АССИСТЕНТСКИЙ;
ассистентасулаб;АССИСТЕНТСКИЙ;
ассистентлъи гьабизе;АССИСТИРОВАТЬ;
кумек гьабизе;АССИСТИРОВАТЬ;
ассортимент;АССОРТИМЕНТ;
ассоциация;АССОЦИАЦИЯ;
ассоциация;АССОЦИАЦИЯ;
гьалмагълъи;АССОЦИАЦИЯ;
союз;АССОЦИАЦИЯ;
хурхен буголъи;АССОЦИАЦИЯ;
цого тайпаялъул хIалтIул гIадамазул цолъи;АССОЦИАЦИЯ;
хурхен букIине;АССОЦИИРОВАТЬ;
хурхен лъугьинабизе;АССОЦИИРОВАТЬ;
хурхен лъугьине;АССОЦИИРОВАТЬ;
хурхен лъугьине;АССОЦИИРОВАТЬСЯ;
астма;АСТМА;
астмаялъулаб;АСТМАТИЧЕСКИЙ;
астролог;АСТРОЛОГ;
нужумчи;АСТРОЛОГ;
астрология;АСТРОЛОГИЯ;
нужумчилъи;АСТРОЛОГИЯ;
астронавт;АСТРОНАВТ;
космонавт;АСТРОНАВТ;
астронавтика;АСТРОНАВТИКА;
космонавтика;АСТРОНАВТИКА;
астрономиялъулаб;АСТРОНОМИЧЕСКИЙ;
астрофизика;АСТРОФИЗИКА;
астрофизикияб;АСТРОФИЗИЧЕСКИЙ;
асфальт;АСФАЛЬТ;
хъил;АСФАЛЬТ;
асфальт тIей;АСФАЛЬТИРОВАНИЕ;
хъил тIей;АСФАЛЬТИРОВАНИЕ;
асфальт тIезе;АСФАЛЬТИРОВАТЬ;
